"Código";"Descripción";"Categoría";"Tipo";"Clasificación"
"JAG9343BE705";"ZAPA NGO BEIGE DEPORTIVO C/TRENZA";"45";"17";"99"
"JAG9343N022";"ZAPA NGO NAR SKATE C/TRENZA";"45";"17";"99"
"JAG9344AZ301";"ZAPA AZ DEP";"45";"22";"99"
"JAG9344N001";"ZAPA NGO DEP CORDONES";"45";"22";"99"
"JAG9345B101";"ZAPA BLANCA JOGGER DEP";"45";"21";"99"
"JAG9345B101OFF";"FALLA ZAPA BLANCA JOGGER DEP";"45";"21";"99"
"JAG9345V550";"ZAPA VERDE JOGGER";"45";"21";"99"
"JAG9348B101";"ZAPA BLANCO DEPORTIVA";"45";"22";"99"
"JAG9348C836";"ZAPA CAMEL DEPORTIVA";"45";"22";"99"
"JAG9348N001";"ZAPA NEGRO DEPORTIVA";"45";"22";"99"
"JAG9348N001OFF";"FALLA ZAPA NEGRO DEPORTIVA";"45";"22";"99"
"JAG9349AZ301";"ZAPA AZUL RUNNING C/TRENZA";"45";"22";"99"
"JAG9349BE705";"ZAPA BEIGE RUNNING C/TRENZA";"45";"22";"99"
"JAG9351G201";"ZAPA GRIS DEPORTIVO C/TRENZA";"45";"22";"99"
"JAG9351N001";"ZAPA NEGRO DEPORTIVO C/TRENZA";"45";"22";"99"
"JAG9352B101";"ZAPA BLANCA DEPORTIVA";"45";"22";"99"
"JAG9352LA419";"ZAPA LAVANDA DEPORTIVA";"45";"22";"99"
"JAG9352N700";"ZAPA NEGRO DEPORTIVA";"45";"22";"99"
"JAG9356N001";"ZAPA NEGRO CAMARA DE AIRE DEP";"45";"22";"99"
"JAG9358NR040";"ZAPA NGO ROJO DEPORTIVA C/CORDONES";"45";"22";"99"
"JAG9359B101";"ZAPA BLANCO RUNNING  DEPORTIVA";"45";"22";"99"
"JAG9359G201";"ZAPA GRIS RUNNING  DEPORTIVA";"45";"22";"99"
"JAG9366G201";"ZAPA GRIS RUNNING  DEPORTIVA";"45";"22";"99"
"JAG9366RSM677";"ZAPA ROSA MALVA RUNNING  DEPORTIVA";"45";"22";"99"
"JAG9370NU845";"ZAPA NUDE RUNNING  DEPORTIVA";"45";"22";"99"
"JAG9373V550";"ZAPA VERDE RUNNING  DEPORTIVA";"45";"22";"99"
"JAG9374BLA102";"ZAPA BLANCA AZUL RUNNING  DEPORTIVA";"45";"22";"99"
"JAG9374N001";"ZAPA NEGRA RUNNING  DEPORTIVA";"45";"22";"99"
"JAG9376B101";"ZAPA BCO RUNNING  DEPORTIVA";"45";"22";"99"
"JAG9376N001";"ZAPA NEGRA RUNNING  DEPORTIVA";"45";"22";"99"
"JAG9380B101";"ZAPA BCA RUNNING  DEPORTIVA";"45";"22";"99"
"JAG9380NV014";"ZAPA NEGRA VERDE RUNNING  DEPORTIVA";"45";"22";"99"
"JAG9396M723";"ZAPA MARRON RUNNING  DEPORTIVA";"45";"22";"99"
"JFK164DB";"ZAPA FLASHBACK LONA BURNED";"45";"21";"99"
"JFK164DN";"ZAPA FLASHBACK LONA NEGRO";"45";"21";"99"
"JFK164GB";"ZAPA FLASHBACK CUERO BLANCA";"45";"21";"99"
"JFK164GBK";"ZAPA FLASHBACK CUERO BLACK";"45";"21";"99"
"JFK182ABK";"ZAPA ALL NIGHT BLACK  CUERO BAJA";"45";"21";"99"
"JFK182B";"ZAPA AR BLANCO LONA BAJA";"45";"21";"99"
"JFK182DFB";"ZAPA DYE FALL BURNED  LONA BAJA";"45";"21";"99"
"JFK182DFM";"ZAPA DYE FALL AR NEBLINA MIST LONA BAJA";"45";"21";"99"
"JFK182DFMO";"ZAPA DYE FALL AR MOSTAZA MUSTARD LONA BAJA";"45";"21";"99"
"JFK182N";"ZAPA AR NEGRO LONA BAJA";"45";"21";"99"
"JFK182TBB";"ZAPA FULL AR BURNED LONA BAJA";"45";"21";"99"
"JFK182TWABK";"ZAPA ALL NIGHT AR BLACK CUERO BAJA NIÑO";"45";"21";"99"
"JFK182TWCLB";"ZAPA AR BLANCO LONA BAJA NIÑOS";"45";"21";"99"
"JFK182TWDDM";"ZAPA DYE FALL AR MIST NEBLINA LONA BAJA NIÑO";"45";"21";"99"
"JFK184B";"BOTITA AR BLANCO LONA";"45";"18";"99"
"JFK184N";"BOTITA AR NEGRO LONA";"45";"18";"99"
"JFK184TWCLB";"BOTITA AR BLANCA LONA BAJA NIÑO";"45";"18";"99"
"JFK184TWCLN";"BOTITA AR NEGRA LONA BAJA NIÑO";"45";"18";"99"
"KSABLROLO114";"BANDOLERA ROLO114  NGA 3 CIERRES 2LTS";"37";"99";"99"
"KSABLROLO687";"BANDOLERA ROLO 687 AZ 3 CIERRES 2LTS";"37";"99";"99"
"KSABLROLO908";"BANDOLERA ROLO 908 VDE 3 CIERRES 2LTS";"37";"99";"99"
"KSABLROLO945";"BANDOLERA ROLO 945 GRIS 3 CIERRES 2LTS";"37";"99";"99"
"KSABLROLO997";"BANDOLERA ROLO 997 AMAR 3 CIERRES 2LTS";"37";"99";"99"
"KSABLTRENTO114";"BANDOLERA TRENTO 114 NGO 3 CIERRES 2LTS";"37";"99";"99"
"KSABLTRENTO908";"BANDOLERA TRENTO 908 VDE 3 CIERRES 2LTS";"37";"99";"99"
"KSABLTRENTO945";"BANDOLERA TRENTO 945 GRIS 3 CIERRES 2LTS";"37";"99";"99"
"KSABLTRENTO997";"BANDOLERA TRENTO 997 MOSTAZA  3 CIERRES 2LTS";"37";"99";"99"
"KSAMOBEASTERAZ";"MOCHILA BEASTER AZUL 25LTS OUTDOOR";"36";"99";"99"
"KSAMOBEASTERN";"MOCHILA BEASTER NGA 25LTS OUTDOOR";"36";"99";"99"
"KSAMOBEASTERNA";"MOCHILA BEASTER NARANJA 25LTS OUTDOOR";"36";"99";"99"
"KSAMOBERKLEY048";"MOCHILA BERKLEY 048 30LTS 4 CIERRES NGA/ROJA";"36";"99";"99"
"KSAMOBERKLEY110";"MOCHILA BERKLEY 110 30LTS 4 CIERRES TURQ/AZ";"36";"99";"99"
"KSAMOBERKLEY942";"MOCHILA BERKLEY 942 30LTS 4 CIERRES GRIS/GRIS";"36";"99";"99"
"KSAMOCHAMP114";"MOCHILA CHAMP 114 17LTS 4 CIERRES NGA";"36";"99";"99"
"KSAMOCHAMP659";"MOCHILA CHAMP 659 17LTS 4 CIERRES GRIS/NGA";"36";"99";"99"
"KSAMOCHAMP951";"MOCHILA CHAMP 951 17LTS 4 CIERRES ROJA/NGA";"36";"99";"99"
"KSAMOEMIRO114";"MOCHILA EMIRO 114 19LTS 2 CIERRES  NGO";"36";"99";"99"
"KSAMOEMIRO454";"MOCHILA EMIRO 454 19LTS 2 CIERRES TURQUESA";"36";"99";"99"
"KSAMOEMIRO478";"MOCHILA EMIRO 478 19LTS 2 CIERRES BORDO";"36";"99";"99"
"KSAMOGROVE040";"MOCHILA GROVE 040 25LTS 3 CIERRES GRIS/AMAR";"36";"99";"99"
"KSAMOGROVE114";"MOCHILA GROVE 114 25LTS 3 CIERRES NGA/ROJA";"36";"99";"99"
"KSAMOGROVE118";"MOCHILA GROVE 118 25LTS 3 CIERRES NGO/AMAR";"36";"99";"99"
"KSAMOGROVE602";"MOCHILA GROVE 602 25LTS 3 CIERRES AZ/ROJA";"36";"99";"99"
"KSAMOINERTIANA";"MOCHILA INERTIA NARANJA 40LTS OUTDOOR";"36";"99";"99"
"KSAMOKLUSTER114";"MOCHILA KLUSTER 114 25LTS 5 CIERRES NGA";"36";"99";"99"
"KSAMOLITE380";"MOCHILA LITE 380 23LTS CIERRE  NGO/GRIS";"36";"99";"99"
"KSAMOLITE475";"MOCHILA LITE 475 23LTS CIERRE  VDE/NGO";"36";"99";"99"
"KSAMOLITE723";"MOCHILA LITE 723 23LTS CIERRE  NGO/AZ";"36";"99";"99"
"KSAMOMAGIC937";"MOCHILA MAGIC 937 29LTS CUADROS BCO/NGO";"36";"99";"99"
"KSAMOMAKALU733";"MOCHILA MAKALU 733 70LTS MARRON TACTICA";"36";"99";"99"
"KSAMONAZCA566";"MOCHILA NAZCA 566 19LTS URBANA FLORES TURQUESA";"36";"99";"99"
"KSAMONAZCA887";"MOCHILA NAZCA 88719LTS URBANA FLORES AZ/NGA";"36";"99";"99"
"KSAMONAZCA889";"MOCHILA NAZCA 889 19LTS URBANA GRIS ROJA";"36";"99";"99"
"KSAMOTERRAAZ";"MOCHILA TERRA AZUL 40LTS OUTDOOR";"36";"99";"99"
"KSAMOTERRAN";"MOCHILA TERRA NEGRA 40LTS OUTDOOR";"36";"99";"99"
"KSAMOTERRAR";"MOCHILA TERRA ROJA 40LTS OUTDOOR";"36";"99";"99"
"KSARISIXFY009";"RIÑONERA SIXFY 009";"38";"99";"99"
"KSARISIXFY114";"RIÑONERA SIXFY 114";"38";"99";"99"
"KSARISIXFY687";"RIÑONERA SIXFY 687";"38";"99";"99"
"KTABL999";"BANDOLERA KUSTO";"37";"99";"99"
"KTAGR0002AZ";"GORRA SUMMER AZUL CON RED";"39";"99";"99"
"KTAGR0002C";"GORRA SUMMER CREMA CON RED";"39";"99";"99"
"KTAGR0002D";"GORRA SUMMER DURAZNO CON RED";"39";"99";"99"
"KTAGR0002V";"GORRA SUMMER VIOLETA CON RED";"39";"99";"99"
"KTAGR0003AM";"GORRA NEW VINTAGE AMARILLA PRELAVADA GASTADA";"39";"99";"99"
"KTAGR0003AZ";"GORRA NEW VINTAGE AZUL PRELAVADA GASTADA";"39";"99";"99"
"KTAGR0003BO";"GORRA NEW VINTAGE BORDO PRELAVADA GASTADA";"39";"99";"99"
"KTAGR0003N";"GORRA NEW VINTAGE NEGRA PRELAVADA GASTADA";"39";"99";"99"
"KTAGR0003NV";"GORRA NEW VINTAGE NGO VERDE PRELAVADA GASTADA";"39";"99";"99"
"KTAGR0004D";"GORRA SEA FREE DURAZNO CON RED";"39";"99";"99"
"KTAGR0005BO";"GORRA GABARDINA PREMIUM BORDO CON RED";"39";"99";"99"
"KTAGR0005N";"GORRA GABARDINA PREMIUM NEGRA CON RED";"39";"99";"99"
"KTAGR0005RS";"GORRA GABARDINA PREMIUM ROSA CON RED";"39";"99";"99"
"KTAGR0005RSS";"GORRA GABARDINA PREMIUM ROSA SUAVE CON RED";"39";"99";"99"
"KTAGR0006V";"GORRA SUMMER 23 VIOLETA CON RED";"39";"99";"99"
"KTAGR0007A";"GORRA ANKARA CON RED";"39";"99";"99"
"KTAGR0007AN";"GORRA ANDORRA CON RED";"39";"99";"99"
"KTAGR0007BA";"GORRA BAHAMAS CON RED";"39";"99";"99"
"KTAGR0007BL";"GORRA BLACKBERRY NEGRA CON RED";"39";"99";"99"
"KTAGR0007BO";"GORRA BOSNIA CON RED";"39";"99";"99"
"KTAGR0007BU";"GORRA BUDAPEST CON RED";"39";"99";"99"
"KTAGR0007C";"GORRA CAMBOYA CON RED";"39";"99";"99"
"KTAGR0007N";"GORRA NASHVILLE CON RED";"39";"99";"99"
"KTAGR0007S";"GORRA SINGAPUR CON RED";"39";"99";"99"
"KTAGR0007SU";"GORRA SUDAFRICA CON RED";"39";"99";"99"
"KTAGR0008S";"GORRA SAINT GERMAIN CON RED";"39";"99";"99"
"KTAGR0009AM";"GORRA BARBIE AMARILLA CON RED";"39";"99";"99"
"KTAGR0009RS";"GORRA BARBIE ROSA CON RED";"39";"99";"99"
"KTAGR0009RSS";"GORRA BARBIE ROSA SUAVE CON RED";"39";"99";"99"
"KTAGR999";"GORRA VARIOS MODELOS";"39";"99";"99"
"KTAPUL999";"PULSERAS VARIOS MODELOS";"99";"99";"99"
"KTARI999";"RIÑONERA KUSTO";"38";"99";"99"
"KTHAGR0001";"GORRA KUSTO LOGO";"39";"99";"99"
"KTHAGR0002";"GORRO KUSTO";"47";"99";"99"
"LCCOBUAZ000";"BUZO AZUL COLEGIAL";"21";"23";"99"
"LCCOBUG000";"BUZO GRIS COLEGIAL";"21";"23";"99"
"LCHA000";"CINTURON MOD.VARIOS";"34";"99";"99"
"LCHA8315";"TIRADORES LISOS";"42";"99";"99"
"LCHA8316";"MOÑOS ESTAMPADOS Y LISOS";"42";"02";"99"
"LCHACB9394";"CORBATIN COLORES VARIOS";"42";"99";"99"
"LCHACT8856";"CINTURON HOJAS";"34";"99";"99"
"LCHAM9393";"MOÑOS MOD.VARIOS";"42";"99";"99"
"LCHATD2315";"TIRADORES COLORES VARIOS";"42";"99";"99"
"LCHATD9392";"TIRADORES COLORES VARIOS";"42";"99";"99"
"LCHJ2203";"JEAN AJUSTADO BORA BORA";"01";"99";"99"
"LCHJ5701";"JEAN AJUSTADO";"01";"99";"99"
"LCHJ6100";"JEAN SKINNY";"01";"99";"12"
"LCHJ6101";"JEAN NEGRO";"01";"99";"99"
"LCHJ6102";"JEAN CLASICO BY CALL";"01";"99";"99"
"LCHP6106";"PANT.GABARDINA CORTE CHINO";"02";"99";"99"
"LCHP8250N";"PANT.NGO DE VESTIR ELASTIZADO";"29";"99";"99"
"LCIDCL0";"CALZA";"99";"99";"99"
"LCIHBF001";"BUFANDA RAYADA";"40";"03";"99"
"LCIHC8310";"CAMISOLA ML CUELLO MAO LINO";"15";"99";"10"
"LCIHCA2408N";"SACON DE PAÑO NEGRO 3/4";"99";"01";"99"
"LCIHCA2408NM";"SACON DE PAÑO NEGRO MELANGE 3/4";"99";"01";"99"
"LCIHCA2408NOFF";"FALLA SACON DE PAÑO NEGRO 3/4";"99";"01";"99"
"LCIHPO3070B";"MEDIA POLERA BCO";"18";"99";"99"
"LCIHR";"REM.MOD.VARIOS M/L";"11";"99";"99"
"LCIHSC9852";"SACON DE PAÑO";"25";"99";"99"
"LCOUTA8316";"MOÑOS";"42";"99";"99"
"LCVHB6120";"BERM.GABARDINA";"04";"99";"99"
"LCVHB6124";"BERM.JEAN";"04";"99";"99"
"LCVHB6800";"BERM.RUSTICA";"04";"99";"99"
"LCVHC1";"CAMISA M/L";"15";"99";"99"
"LCVHC4200";"CAM.ESTAMPA FIBRANA M/C";"14";"02";"99"
"LCVHC6200";"CAM.FIBRANA ESTAMPA MOD.VARIOS M/C";"14";"02";"99"
"LCVHC6200OFF";"FALLA CAM.FIBRANA ESTAMPA MOD.VARIOS M/C";"14";"02";"99"
"LCVHC6201";"CAM.LISA LINO CUELLO MAO M/C";"14";"01";"03"
"LCVHC6201OFF";"FALLA CAM.LISA LINO CUELLO MAO M/C";"14";"01";"03"
"LCVHC6202";"CAM.POPLIN ESTAMPA MOD.VARIOS M/C";"14";"02";"99"
"LCVHMU";"MUSC.MOD.VARIOS";"16";"99";"99"
"LCVHR000";"REM.MOD.VARIOS FANTASIA";"10";"02";"99"
"LCVHR5506";"REM.ESTAMPA GUITARRA ESC.RED.M/C";"10";"02";"01"
"LLAVERO";"LLAVEROS";"99";"99";"99"
"LPDJ000";"LA PHILIPA JEANS";"01";"99";"99"
"LPIDR000";"LA PHILIPA REMERA";"10";"99";"99"
"MAR1002AZ301";"ZAPA DEPOR AZUL RUNNING CAPELLADA IMPACTO";"99";"22";"99"
"MAR1002B101";"ZAPA DEPOR BCO UNNING CAPELLADA IMPACTO";"99";"22";"99"
"MAR1002NO056";"ZAPA DEPOR NGO OBISPO RUNNING CAPELLADA IMPACTO";"99";"22";"99"
"MAR1003CE709";"ZAPA DEPORTIVA CELESTE";"45";"22";"99"
"MAR1003CE709OFF";"ZAPA DEPORTIVA CELESTE";"45";"22";"99"
"MAR1003NC032";"ZAPA DEPORTIVA NGO CORAL";"45";"22";"99"
"MAR1006NAQ051";"ZAPA  NGO AQUA  DEPORT";"45";"22";"99"
"MAR1007GC204";"ZAPA GRIS CLARO BLADE DEPORTIVA";"45";"22";"99"
"MAR1007N001";"ZAPA NEGRO BLADE DEPORTIVA";"45";"22";"99"
"MAR1008G201";"ZAPA GRIS IMPACTO DEPORTIVA";"45";"22";"99"
"MAR1008GC204";"ZAPA GRIS CLARO IMPACTO DEPORTIVA";"45";"22";"99"
"MAR1008NO011";"ZAPA NEGRO ORO IMPACTO DEPORTIVA";"45";"22";"99"
"MAR1010BB057";"ZAPA NGO AZUL DEPORT";"45";"22";"99"
"MAR1010G201";"ZAPA  GRIS  DEPORT";"45";"22";"99"
"MAR1012G201";"ZAPA GRIS RAPTOR TRAIL RUNNING DEPOR";"45";"22";"99"
"MCONEBUA28001";"BUZO COLEGIAL AZUL";"21";"23";"99"
"MDWHP20501";"PANT.GAB.NEW PULL BCO";"02";"99";"99"
"MTABF49611";"BUFANDA COMET VARIOS COLORES";"40";"01";"99"
"MTACU90026G";"CUELLO POLAR ESTAMPADO GRIS";"40";"02";"99"
"MTACU90043AZF";"CUELLO POLAR AZUL FRANCIA";"40";"01";"99"
"MTACU90043AZM";"CUELLO POLAR AZUL MARINO";"40";"01";"99"
"MTACU90043B";"CUELLO POLAR BORDO";"40";"01";"99"
"MTACU90043GT";"CUELLO POLAR GRIS TOPO";"40";"01";"99"
"MTACU90043N";"CUELLO POLAR NEGRO";"40";"01";"99"
"MTACU90043P";"CUELLO POLAR PETROLEO";"40";"01";"99"
"MTACU90043VM";"CUELLO POLAR VERDE MILITAR";"40";"01";"99"
"MTACU90044R";"CUELLO POLAR FERIA ESTAMPADO ROJO";"40";"02";"99"
"MTAGR49185BE";"GORRA ROMA BEIGE GASTADA EST";"39";"02";"99"
"MTAGR49185N";"GORRA ROMA NEGRA GASTADA";"39";"02";"99"
"MTAGR49185RS";"GORRA ROMA ROSA GASTADA EST";"39";"02";"99"
"MTAGR49187I";"GORRA BRAND INDIGO GASTADA";"39";"02";"99"
"MTAGR49187RS";"GORRA BRAND ROSA GASTADA";"39";"02";"99"
"MTAGR90001";"GORRA WILKO NEGRA LOGO VISERA BEISBOL ELASTIZADA";"39";"99";"99"
"MTAGR90040AZM";"GORRO HARRY AZUL MARINO";"47";"01";"99"
"MTAGR90040GMM";"GORRO HARRY GRIS MELANGE MEDIO";"47";"01";"99"
"MTAGR90040N";"GORRO HARRY NEGRO";"47";"01";"99"
"MTAGR90040VM";"GORRO HARRY VERDE MILITAR";"47";"01";"99"
"MTARJCHI2026S01";"RELOJ CRONOMETRO ANALOGICO SUMERGIBLE";"35";"99";"99"
"MTARJCHI2026S02";"RELOJ CRONOMETRO ANALOGICO SUMERGIBLE";"35";"99";"99"
"MTARJCHT7263";"RELOJ ANALOGICO SUMERGIBLE MALLA ACERO";"35";"99";"99"
"MTARJGADI2021";"RELOJ 2021 AGUJA LUMINOSA SUMERG 50MTS";"35";"99";"99"
"MTARJGADM034";"RELOJ ANALOG DIGITAL SUMERG MALLA SILICONA";"35";"99";"99"
"MTARJGADW1161";"RELOJ ANALOG SUMERG MALLA SILICONA";"35";"99";"99"
"MTARJGADW1220";"RELOJ ANALOG SUMERG MALLA SILICONA";"35";"99";"99"
"MTARJGADXVH";"RELOJ ANALOG DIGITAL SUMERG MALLA SILICONA";"35";"99";"99"
"MTARJGADXVL";"RELOJ ANALOG DIGITAL SUMERG MALLA SILICONA";"35";"99";"99"
"MTARJGAG6696";"RELOJ MISTRAL GAG-6696-01/02";"35";"99";"99"
"MTARJGAW1163";"RELOJ 1163  SUMERG 50MTS MALLA SILICONA";"35";"99";"99"
"MTARJGAW1207";"RELOJ ANALOG SUMERG MALLA SILICONA";"35";"99";"99"
"MTARJGAXCAF";"RELOJ ANALOG SUMERG MALLA SILICONA";"35";"99";"99"
"MTARJGDG9792";"RELOJ DIGITAL SUMERG MALLA RESINA";"35";"99";"99"
"MTARJGDM009";"RELOJ DIGITAL SUMERG MALLA SILICONA";"35";"99";"99"
"MTARJGDM011";"RELOJ 2021 DIGITAL NUM GRANDES SUMERG 100MTS";"35";"99";"99"
"MTARJGDM066";"RELOJ DIGITAL SUMERG MALLA SILICONA";"35";"99";"99"
"MTARJGDXDAQ";"RELOJ GDX DIGITAL SUMERG 100MTS MALLA SILICONA";"35";"99";"99"
"MTARJGDXDAU";"RELOJ GDX DIGITAL SUMERG 100MTS MALLA SILICONA";"35";"99";"99"
"MTARJGDXQAD";"RELOJ DIGITAL SUMERG MALLA CAUCHO";"35";"99";"99"
"MTARJGMI1001";"RELOJ ANALOG SUMERG 50MTS MALLA ACERO";"35";"99";"99"
"MTARJGMI1001S";"RELOJ ANALOG MALLA ACERO SUMERGIBLE";"35";"99";"99"
"MTARJGMI1037";"RELOJ ANALOG SUMERG 50MTS MALLA ACERO";"35";"99";"99"
"MTARJGSM038";"RELOJ ANALOG CAMUFLADO MALLA SILICONA";"35";"99";"99"
"MTARJGSM038OFF";"FALLA RELOJ ANALOG CAMUFLADO MALLA SILICONA";"35";"99";"99"
"MTARJGTI2215";"RELOJ ANALOG SUMERG 50MTS MALLA SILICONA";"35";"99";"99"
"MTARJGTT7227";"RELOJ ANALOG SUMERG 50MTS MALLA SILICONA";"35";"99";"99"
"MTARJGTT7236";"RELOJ ANALOG SUMERG 50MTS MALLA SILICONA";"35";"99";"99"
"MTARJLAG8776";"RELOJ ANALOG SUMERG 100MTS MALLA SILICONA";"35";"99";"99"
"MTARJLAXAAK";"RELOJ ANALOG SUMERG 100MTS MALLA SILICONA";"35";"99";"99"
"MTARJLAXAAL";"RELOJ ANALOG SUMERG 100MTS MALLA SILICONA";"35";"99";"99"
"MTARJLAXAAO";"RELOJ ANALOG MALLA SILICONA SUMERGIBLE";"35";"99";"99"
"MTARJLMI1002";"RELOJ ANALOG SUMERG 100MTS MALLA SILICONA";"35";"99";"99"
"MTARJLMT1036";"RELOJ ANALOG MALLA ACERO SUMERGIBLE";"35";"99";"99"
"MTARJSMTGT3";"RELOJ SMART BLUETOOTH 2MALLAS  SUMERGIBLE";"35";"99";"99"
"MTARJSMTGTM5";"RELOJ SMART GPS BLUETOOTH MALLA SILC";"35";"99";"99"
"MTARJSMTTS58";"RELOJ SMART BLUETOOTH SUMERG MALLA SILICONA";"35";"99";"99"
"MTARJSMTTS82";"RELOJ SMART BLUETOOTH SUMERGIBLE 2 MALLAS";"35";"99";"99"
"MTARJSMTW27";"RELOJ SMART BLUETOOTH SUMERGIBLE";"35";"99";"99"
"MTARJSMTWMA11M";"RELOJ SMART BLUETOOTH GPS MALLA ACERO";"35";"99";"99"
"MTARJSMTWMA11S";"RELOJ SMART BLUETOOTH GPS MALLA ACERO";"35";"99";"99"
"MTARJTS65PRO";"RELOJ SMART BLUETOOTH MALLA SILC";"35";"99";"99"
"MTARJTS67";"RELOJ SMART BLUETOOTH 2MALLAS";"35";"99";"99"
"MTCOCA28002AZ";"CAMP.AZUL FRISA COLEGIAL C/CAPUCHA";"25";"99";"08"
"MTCOCA28002AZOF";"FALLA CAMP.AZUL FRISA COLEGIAL C/CAPUCHA";"25";"99";"08"
"MTCOCA28002N";"CAMP. NEGRO FRISA COLEGIAL C/CAPUCHA";"25";"99";"08"
"MTCOCA28004AZ";"CAMP.AZUL FRISA COLEGIAL RUSTICO C/CAPUCHA";"25";"99";"08"
"MTCONARB31000";"REM.BCA EMBROIDERY M/C NENA";"10";"23";"99"
"MTCONARB31600";"REM BCA EMBROIDERY M/L NENA";"10";"23";"99"
"MTCONEB26544";"BERMUDA PLAIN COLEGIAL ALGODON";"04";"23";"11"
"MTCONEBUG2800";"BUZO GRIS 28001";"21";"23";"99"
"MTCONEP25609";"JOGGING VINNY COLEGIAL ALG";"03";"23";"11"
"MTCONERB21000";"REM.BCA EMBROIDERY M/C";"10";"23";"99"
"MTCONERB21500";"REM COL BCA ML EMBROIDERY";"10";"23";"99"
"MTCONERN21000";"REM. NGA EMBROIDERY M/C";"10";"23";"01"
"MTCOP25611AZ";"PANT.JOGGING ABNER AZUL FRIZA COLEGIAL";"03";"23";"99"
"MTCOP25611I";"JOGGING ABNER INDIGO FRIZA COLEGIAL";"03";"23";"99"
"MTCOP25611N";"JOGGING ABNER NEGRO FRIZA COLEGIAL";"03";"23";"99"
"MTCOP25611VS";"JOGGING ABNER VDE SAFARI FRIZA COLEGIAL";"03";"23";"99"
"MTDACT49700";"CINTO LOVE";"34";"99";"99"
"MTDJ45521";"JEAN MILOS BLACK";"01";"09";"99"
"MTDJ45530";"JEAN MASLOW T MEDIO";"01";"08";"10"
"MTDJ45534";"JEAN BERTINO T MEDIO";"01";"08";"10"
"MTDJ45535";"JEAN MILOS BLUE";"01";"09";"99"
"MTDJ45537";"JEAN CURVED LIGHT CHUPIN ELAST";"01";"08";"12"
"MTDJ45537OFF";"FALLA JEAN CURVED LIGHT CHUPIN ELAST";"01";"08";"12"
"MTDJ45538";"JEAN AYUN CELESTE LIGHT BLUE";"01";"99";"99"
"MTDJ45539";"JEAN BERTINO";"01";"08";"10"
"MTDJ45540";"JEAN CRUZ";"01";"09";"99"
"MTDJ45543";"JEAN EBLA OVERSIZE";"01";"99";"06"
"MTDJ45554";"JEAN SATURN T MEDIO RECTO";"01";"08";"10"
"MTDJ45555";"JEAN JUPITER T MEDIO";"01";"08";"10"
"MTDJ45556";"JEAN MERCURY";"01";"09";"99"
"MTDJ45557N";"JEAN ASCENDENT OXFORD NEGRO";"01";"09";"14"
"MTDJ45616";"JEAN ARAE";"01";"09";"99"
"MTDJ45659";"JEAN VISEU";"01";"09";"99"
"MTDJ45941";"JEAN PENIA";"01";"09";"99"
"MTDP45622BE";"PANT SHAULA BEIGE GAB";"02";"09";"10"
"MTDP45622VS";"PANT SHAULA VDE SAFARI GAB";"02";"09";"10"
"MTDP45623MA";"PANT PORTIA MARRON GAB";"02";"09";"10"
"MTDP45623N";"PANT PORTIA NEGRO GAB";"02";"09";"10"
"MTDP45674";"PANT.TILOSI";"02";"09";"99"
"MTDP45674OFF";"FALLA PANT.TILOSI";"02";"09";"99"
"MTDP45931M";"JOGGING BAYLEY MARRON";"03";"99";"99"
"MTDP45931N";"JOGGING BAYLEY NEGRO";"03";"99";"99"
"MTDP45932";"PANT.JOGGING GIJON RUSTICO C/LYCRA";"03";"09";"99"
"MTDP45932AZ";"PANT JOGGING GIJON AZUL RUSTICO C/LYCRA";"03";"09";"99"
"MTDP45932BO";"JOGGING GIJON BORDO RUSTICO C/LYCRA";"03";"09";"99"
"MTDP45932C";"PANT JOGGING GIJON CRUDO RUSTICO C/LYCRA";"03";"09";"99"
"MTDP45932M";"PANT JOGGING GIJON MELANGE RUSTICO C/LYCRA";"03";"09";"99"
"MTDP45932N";"JOGGING GIJON NEGRO RUSTICO C/LYCRA";"03";"09";"99"
"MTDP45932S";"JOGGING GIJON SAFARI RUSTICO C/LYCRA";"03";"09";"99"
"MTDP45936";"PANT.JOGGING FREESIA";"03";"09";"99"
"MTDP45942";"PANTALON KOGANEI EST";"02";"02";"99"
"MTDP45944";"JOGGING ROC";"03";"99";"11"
"MTDP45957D";"JOGGING ALYA DURAZNO SLIM ALG CON PUÑO";"03";"99";"11"
"MTDP45957N";"JOGGING ALYA NEGRO SLIM ALG CON PUÑO";"03";"99";"11"
"MTDP45959M";"JOGGING LYRA MARRON CARGO ALG";"03";"12";"14"
"MTDP45959N";"JOGGING LYRA NEGRO CARGO ALG";"03";"12";"14"
"MTDP45975";"PANT.ARECO PANAL DE ALGODON";"03";"09";"99"
"MTHABB000";"BARBIJO MISTRAL REGULABLE";"99";"99";"99"
"MTHABF002";"BUFANDA RAYADA";"40";"03";"99"
"MTHACT59252B";"CINTO BCO GIONIS";"34";"99";"99"
"MTHAGR59263";"GORRO ROONIE";"39";"99";"99"
"MTHAGR59264";"GORRO JEFFREY";"39";"99";"99"
"MTHAPF19086";"ANTIT.EQUIPE 150CM3";"44";"25";"99"
"MTHAPF19162";"DESODORANTE BLUE WATER";"44";"25";"99"
"MTHAPF19162OFF";"FALLA DESODORANTE BLUE WATER";"44";"25";"99"
"MTHAPF19213";"PERF.COOLWATER 100ML";"44";"26";"99"
"MTHAPF19241";"PERF.URBAN 100ML";"44";"26";"99"
