"Código";"Descripción";"Categoría";"Tipo";"Clasificación"
"TDJ11425525";"JEAN PEGGY ENERGY T-ALTO CALCE SKINNY";"01";"10";"12"
"TDJ11427525";"JEAN SINTONIA ENERGY T-ALTO CALCE SKINNY";"01";"10";"12"
"TDJ11427536";"JEAN SINTONIA ENERGY T-ALTO CALCE SKINNY";"01";"10";"12"
"TDJ11427536OFF";"FALLA JEAN SINTONIA ENERGY T-ALTO CALCE SKINNY";"01";"10";"12"
"TDJ11427711";"JEAN SINTONIA ENERGY T-ALTO CALCE SKINNY";"01";"10";"12"
"TDJ11431236";"JEAN SAPHIR T-MEDIO REG";"01";"08";"10"
"TDJ11431236E";"JEAN SAPHIR T-MEDIO REG";"01";"08";"10"
"TDJ11431236OFF";"FALLA JEAN SAPHIR T-MEDIO REG";"01";"08";"10"
"TDJ11431711";"JEAN SAPHIR T-MEDIO REG";"01";"08";"10"
"TDJ11431711E";"JEAN SAPHIR T-MEDIO REG";"01";"08";"10"
"TDJ11441570";"JEAN JEIZA T-ALTO CALCE REG.";"01";"10";"10"
"TDJ11443920";"JEAN AMARILIS T-ALTO CALCE SKINNY";"01";"10";"12"
"TDJ11443921";"JEAN AMARILIS T-ALTO CALCE SKINNY";"01";"10";"12"
"TDJ11445235";"JEAN BIBIER T-ALTO SKINNY ELAST";"01";"10";"12"
"TDJ11445520";"JEAN BIBIER T-ALTO SKINNY ELAST";"01";"10";"12"
"TDJ11445920";"JEAN BIBIER T-ALTO SKINNY ELAST";"01";"10";"12"
"TDJ11451712";"JEAN AWAY T-INTER";"01";"09";"99"
"TDJ11453525";"JEAN MANDRAGORA T-ALTO SLIM LINEA 747";"01";"10";"11"
"TDJ11453525E";"JEAN MANDRAGORA T-ALTO SLIM LINEA 747";"01";"10";"11"
"TDJ11459601";"JEAN SKYLAR T-ALTO CALCE LOOSE";"01";"10";"99"
"TDJ11465525";"JEAN SENSE T-MEDIO OXFROD";"01";"08";"99"
"TDJ11465705";"JEAN SENSE T-MEDIO OXFROD";"01";"08";"99"
"TDJ11465706";"JEAN SENSE T-MEDIO OXFROD";"01";"08";"99"
"TDJ11471205";"JEAN  ENERGY GOLD MODERN T-MEDIO SKINNY";"01";"08";"12"
"TDJ11471601";"JEAN BCO ENERGY GOLD MODERN T-MEDIO SKINNY";"01";"08";"12"
"TDJ11473570";"JEAN ENERGY GLOD CLASSIC T-MEDIO SKINNY";"01";"08";"12"
"TDJ11477207";"JEAN ASHANTI T-ALTO SKINNY ENERGY ELAST";"01";"10";"12"
"TDJ11477236";"JEAN ASHANTI T-ALTO SKINNY ENERGY ELAST";"01";"10";"12"
"TDJ11477525";"JEAN ASHANTI T-ALTO SKINNY ENERGY ELAST";"01";"10";"12"
"TDJ11479601";"JEAN NAINA T-ALTO LOOSE BOT ANCHA REG";"01";"10";"10"
"TDJ11479920";"JEAN NAINA T-ALTO LOOSE BOT ANCHA REG";"01";"10";"10"
"TDJ11479931";"JEAN NAINA T-ALTO LOOSE BOT ANCHA REG";"01";"10";"10"
"TDJ11479931OFF";"FALLA JEAN NAINA T-ALTO LOOSE BOT ANCHA REG";"01";"10";"10"
"TDJ11495236";"JEAN CLAUDINE T-ALTO SKINNY";"01";"10";"99"
"TDJ11507920";"JEAN T-ALTO CALCE MOM";"01";"10";"99"
"TDJ11513503";"JEAN RANIA T-MEDIO SLIM ELAST";"01";"08";"11"
"TDJ11513601";"JEAN RANIA T-MEDIO SLIM ELAST";"01";"08";"11"
"TDJ11517505";"JEAN BLOOM T-MEDIO REG ELAST";"01";"08";"10"
"TDJ11517505OFF";"FALLA JEAN BLOOM T-MEDIO REG ELAST ESPECIAL";"01";"08";"10"
"TDJ11517525";"JEAN BLOOM T-MEDIO REG ELAST";"01";"08";"10"
"TDJ11517525E";"JEAN BLOOM T-MEDIO REG ELAST ESPECIAL";"01";"08";"10"
"TDJ11517525EOFF";"FALLA JEAN BLOOM T-MEDIO REG ELAST ESPECIAL";"01";"08";"10"
"TDJ11527920";"JEAN ETONIAN II T-INTER CHUPIN ENERGY ELAST";"01";"09";"12"
"TDJ11531711";"TIRO MEDIO SKINNY";"01";"08";"12"
"TDJ11535237";"JEAN ENERGY MALAKAI T-MEDIO SKINNY";"01";"08";"12"
"TDJ11535536";"JEAN ENERGY MALAKAI T-MEDIO SKINNY";"01";"08";"12"
"TDJ11543711";"JEAN NOSTALGIA I T-MEDIO SKINNY LAVADO CRUDO";"01";"08";"12"
"TDJ11543711OFF";"FALLA JEAN NOSTALGIA I T-MEDIO SKINNY LAVADO CRUDO";"01";"08";"12"
"TDJ11551920";"JEAN  ELORA T-ALTO LOOSE BOTA HOLGADA SLOUCHY RIGIDO";"01";"10";"13"
"TDJ11553205";"JEAN GEN T-ALTO OXFORD";"01";"10";"14"
"TDJ11553525";"JEAN GEN T-ALTO OXFORD";"01";"10";"14"
"TDJ11557921";"JEAN ZULMA T-ALTO LOOSE";"01";"10";"13"
"TDJ11557921OFF";"FALLA JEAN ZULMA T-ALTO LOOSE";"01";"10";"13"
"TDJ11561570";"JEAN HOPE T-ALTO LOOSE CALCE MOM";"01";"10";"99"
"TDJ11565602";"JEAN LEXY T-ALTO LOOSE BOTA HOLGADA NGO";"01";"10";"99"
"TDJ11565975";"JEAN LEXY T-ALTO LOOSE BOTA HOLGADA VDE";"01";"10";"99"
"TDJ11565975OFF";"FALLA JEAN LEXY T-ALTO LOOSE BOTA HOLGADA VDE";"01";"10";"99"
"TDJ11569602";"JEAN DUSTIN NGO T-ALTO LOOSE CARGO WIDE EUFORICA";"01";"10";"13"
"TDJ11579925";"JEAN DUSTIN T-ALTO LOOSE BOTA AMPLIA";"01";"10";"99"
"TDJ11585571";"JEAN RUBI T-MEDIO REG ELAST";"01";"08";"10"
"TDJ11585571OFF";"FALLA JEAN RUBI T-MEDIO REG ELAST";"01";"08";"10"
"TDJ11587236";"JEAN MEDIATION T-MEDIO SLIM ELAST";"01";"08";"11"
"TDJ11587236OFF";"FALLA JEAN MEDIATION T-MEDIO SLIM ELAST";"01";"08";"11"
"TDJ11595920";"JEAN RETRO ll T-ALTO LOOSE EST ROT";"01";"10";"13"
"TDJ11597207";"JEAN TANGERINE T-ALTO REG 5 BOLS CONFORT";"01";"10";"10"
"TDJ11599207";"JEAN PANTRO T-MEDIO OXFROD ELAST";"01";"08";"99"
"TDJ11599570";"JEAN PANTRO T-MEDIO OXFROD ELAST";"01";"08";"99"
"TDJ11613204";"JEAN CRISTA T-ALTO SKINNY ELAST";"01";"10";"12"
"TDJ11613204OFF";"FALLA JEAN CRISTA T-ALTO SKINNY ELAST";"01";"10";"12"
"TDJ11615503";"JEAN DASON T-ALTO CALCE REG.";"01";"10";"10"
"TDJ11615503OFF";"FALLA JEAN DASON T-ALTO CALCE REG.";"01";"10";"10"
"TDJ11617525";"JEAN GITTA T-MEDIO SKINNY ELAS  PUSH UP";"01";"08";"12"
"TDJ11617525OFF";"FALLA JEAN GITTA T-MEDIO SKINNY ELAS  PUSH UP";"01";"08";"12"
"TDJ11629604";"JEAN JULIETA VDE MILITAR T-ALTO LOOSE CORDEROY";"01";"10";"13"
"TDJ11629939";"JEAN JULIETA POMELO T-ALTO LOOSE CORDEROY";"01";"10";"13"
"TDJ11633502";"JEAN CAPULETO T-ALTO LOOSE WIDE";"01";"10";"99"
"TDJ11637708";"JEAN ABBEY T-ALTO OXFORD ELAST";"01";"10";"14"
"TDJ11649236";"JEAN CREEK T-MEDIO OXFROD ELAST BOLS DELANTERO";"01";"08";"99"
"TDJ11651705";"JEAN JAZMÍN T-ALTO LOOSE WIDE";"01";"10";"13"
"TDJ11657570";"JEAN LORE T-MEDIO LOOSE";"01";"08";"13"
"TDJ11677208";"JEAN FLAVOR T-ALTO LOOSE BOT WIDE REG BOLS LATERALES";"01";"10";"10"
"TDJ11677604";"JEAN FLAVOR T-ALTO LOOSE BOT WIDE REG BOLS LATERALES";"01";"10";"10"
"TDJ11679525";"JEAN STILL T-ALTO LOOSE BOT WIDE REG";"01";"10";"10"
"TDJ11679601";"JEAN STILL T-ALTO LOOSE BOT WIDE REG";"01";"10";"10"
"TDJ11679605";"JEAN STILL T-ALTO LOOSE BOT WIDE REG";"01";"10";"10"
"TDJ11681505";"JEAN BRODY T-ALTO REG ELAST";"01";"10";"10"
"TDJ11687525";"JEAN KIKA BOTA SLOUCHYT-MEDIO REG RIG";"01";"08";"10"
"TDJ11687711";"JEAN KIKA BOTA SLOUCHYT-MEDIO REG RIG";"01";"08";"10"
"TDJ11693568";"JEAN FLINN T-ALTO LOOSE  ELAST";"01";"10";"13"
"TDJ11721920";"JEAN BECA T-ALTO LOOSE PACK";"01";"10";"13"
"TDJ11747710";"JEAN SANDRO T-ALTO LOOSE PACK CARGO";"01";"10";"13"
"TDJ11823206";"JEAN STONY T-ALTO LOOSE BOT WIDE";"01";"10";"10"
"TDJ11823235";"JEAN STONY T-ALTO LOOSE BOT WIDE";"01";"10";"10"
"TDJ11823524";"JEAN STONY T-ALTO LOOSE BOT WIDE";"01";"10";"10"
"TDJG06087892";"JOGGING VEGA CARAMELO RECTO Y ANCHO ELAST";"03";"08";"10"
"TDJG06087975";"JOGGING VEGA VDE PINO RECTO Y ANCHO ELAST";"03";"08";"10"
"TDJG06257603";"JOGGING NANCY AZ MARINO  FULLPRINT ELAST";"03";"02";"11"
"TDP03653602";"PANT FLEUR DEP NGO SASTRERO SLIM";"02";"17";"11"
"TDP04593602";"PANT.NGO ESTILO PALAZO KEISHA";"02";"99";"99"
"TDP04595677";"JOGGING AVELLANA FRISA LIV.FRIZADA SONJA";"03";"12";"99"
"TDP04719633";"PANT.JOGGER AZUL N.FRISA ALG.ELAST.PAG";"08";"99";"99"
"TDP04719998";"PANT.JOGGER GUINDA FRISA ALG.ELAST.PAG";"08";"99";"99"
"TDP04725633";"PANT.JOGGER AZUL N.FRISA BANGOR";"08";"99";"99"
"TDP04729996";"PANT.JOGGER LAV.O.FRISA ALG.ELAST.GAWAY";"08";"99";"99"
"TDP04769888";"PANT.JOGGER ORQUIDES FRISA LIV.ODESAN";"08";"99";"99"
"TDP04951602";"PANT.NGO ANCHO,RECTO.VISCOSA CARONTE";"02";"99";"99"
"TDP04953602";"PANT.NGO RUSTICO SEMI HOLGADO NIX";"03";"99";"99"
"TDP04953677";"PANT.AVELLANA RUSTICO SEMI HOLGADO NIX";"03";"99";"99"
"TDP05249602";"JOGGING JOGGER RAFA NGO ALG RUSTICO REG";"03";"08";"10"
"TDP05251602";"JOGGING MARY NEGRO";"03";"99";"99"
"TDP05251602OFF";"FALLA JOGGING MARY NEGRO";"03";"99";"99"
"TDP05251690";"JOGGING MARY DURAZNO";"03";"99";"99"
"TDP05269602";"JOGGING NGO CINTURA ALTA JUNE";"03";"99";"99"
"TDP05269665";"JOGGING VIOLETA CINTURA ALTA JUNE";"03";"99";"99"
"TDP06035603";"JOGG CHAMBERY AZ MARINO  ENERGY HOLGADO ELAST";"03";"99";"10"
"TDP06041675";"JOGGING RENNES AZ ULTRAMAR ELAST";"03";"99";"99"
"TDP06045621";"JOGGING ALBI VDE SAFARI";"03";"99";"99"
"TDP06149602";"PANTALON CARGO NEGRO KABIL ELAST REG";"02";"12";"10"
"TDP06151602";"PANT AMAITE NGO FRISA ALG ELAST REG";"02";"99";"10"
"TDP06153954";"PANT NIMA VDE TIRRENO FRISA ALG HOLGADO ELAST";"02";"99";"10"
"TDP06155602";"PANT IRIA NGO PTO ROMA REG ELAST";"02";"99";"10"
"TDP06255602";"JOGG GAIA NGO ALG ELST MICROF";"03";"99";"99"
"TDP06255640";"JOGG GAIA AERO ALG ELST MICROF";"03";"99";"99"
"TDP08485602";"PANT.FARA SASTRERIA ELASTIZADO";"02";"99";"99"
"TDP08977579";"PANT FORLI ARENA RECTO HOLGADO FLAME";"02";"99";"99"
"TDP08977602";"PANT FORLI NEGRO RECTO HOLGADO FLAME";"02";"99";"99"
"TDP10447641";"PANT.GAB.TOST.GLOBAL CHINO T-INTER SKINN";"02";"09";"12"
"TDP10447641OFF";"FALLA PANT.GAB.TOST.GLOBAL CHINO T-INTER SKINN";"02";"09";"12"
"TDP10487602";"PANT.GAB. NGO ROUX CARGO T-MEDIO C/PUÑOS";"02";"08";"10"
"TDP10487604";"PANT VDE ROUX GAB SLIM CARGO T-MEDIO C/PUÑOS";"02";"08";"10"
"TDP10487677";"PANT VDE ROUX GAB SLIM CARGO T-MEDIO C/PUÑOS";"02";"08";"10"
"TDP11343602";"PANT NGO KENIA T-ALTO SLIM CHINO ELAST";"02";"10";"11"
"TDP11343625";"PANT GRIS KENIA T-ALTO SLIM CHINO ELAST";"02";"10";"11"
"TDP11541602";"PANT MEL NGO ENGOMADO T MEDIO SKINNY";"99";"08";"12"
"TDP11541668";"PANT MEL HABANO ENGOMADO T MEDIO SKINNY";"99";"08";"12"
"TDP11547601";"PANT PEONY BCO GAB CARGO T-MEDIO LOOSE WIDE  ELAST";"02";"12";"13"
"TDP11547631";"PANT PEONY FUCSIA GAB CARGO T-MEDIO WIDE  ELAST";"02";"12";"13"
"TDP11547641";"PANT PEONY TOSTADO GAB CARGO T-MEDIO WIDE  ELAST";"02";"12";"13"
"TDP11591602";"PANTALON LUI PALAZZO T-ALTO NEGRO LINO ELAST";"02";"10";"99"
"TDP11605604";"PANT SPLENDIDA T-ALTO LOOSE NYLON ESTILO PARACHUTE";"02";"99";"13"
"TDP11639602";"PANT NGO VIVA T-ALTO LOOSE BOTA WIDE ELAST";"02";"10";"13"
"TDP11639650";"PANT LACRE VIVA T-ALTO LOOSE BOTA WIDE ELAST";"02";"10";"13"
"TDP11661602";"PANT BYTES NGO GAB T-MEDIO LOOSE ELAST";"02";"08";"13"
"TDP11661677";"PANT BYTES AVELLANA GAB T-MEDIO LOOSE ELAST";"02";"08";"13"
"TDP20115932";"PANT.JOGGING GRIS GZ.RUSTICO ALDA";"03";"99";"99"
"THA08100323";"BOXER ROJO CLASICO C/BOTON";"32";"99";"99"
"THA08100601";"BOXER BCO CLASICO C/BOTON";"32";"99";"99"
"THA08100602";"BOXER NGO CLASICO C/BOTON";"32";"99";"99"
"THA08100603";"BOXER AZ MARINO CLASICO C/BOTON";"32";"99";"99"
"THA08100607";"BOXER CARBON CLASICO C/BOTON";"32";"99";"99"
"THA08100640";"BOXER AERO CLASICO C/BOTON";"32";"99";"99"
"THA08352335";"BOXER ALG.TURNE";"32";"99";"99"
"THA10060335";"SOQUETE CALVIN RAYADO";"33";"14";"99"
"THABB00078603";"BARBIJO AZUL REUTILIZABLE/LAVABLE";"99";"99";"99"
"THABT00066602";"BILLETERA NGA NAIN CLASICA CON BANDA CONTRATONO";"41";"99";"99"
"THABT00066620";"BILLETERA MARRON NAIN CLASICA CON BANDA CONTRATONO";"41";"99";"99"
"THABT00066640";"BILLETERA AERO NAIN CLASICA CON BANDA CONTRATONO";"41";"99";"99"
"THABT05278602";"BILLETERA NGO VALENTINO C/CIERRE";"41";"99";"99"
"THABT07358602";"BILLETERA OSIAN VINTAGE NEGRO";"41";"99";"99"
"THABT07358640";"BILLETERA OSIAN VINTAGE AERO";"41";"99";"99"
"THABT07358645";"BILLETERA OSIAN VINTAGE SUELA";"41";"99";"99"
"THABT07360602";"BILLETERA NEGRO CON DIVISOR";"41";"99";"99"
"THABT07364323";"BILLETERA MILTON ROJO LEGEND";"41";"99";"99"
"THABT07364640";"BILLETERA MILTON AERO LEGEND";"41";"99";"99"
"THABT07364870";"BILLETERA MILTON VERDE LEGEND";"41";"99";"99"
"THABT07396323";"BILLETERA ROJA MAESTRO CON ELASTICO MAESTRO";"41";"99";"99"
"THABT07396416";"BILLETERA AZUL FRANCIA CON ELASTICO MAESTRO";"41";"99";"99"
"THABT07396870";"BILLETERA VDE CON ELASTICO MAESTRO";"41";"99";"99"
"THABT29660602";"BILLETERA ABBEY NGO PU TEXURADA";"41";"99";"99"
"THABT29666602";"BILLETERA PRODUNCE NGO CON PORTA TARJETA EXT";"41";"99";"99"
"THABT29666603";"BILLETERA PRODUNCE AZ MARINO CON PORTA TARJETA EXT";"41";"99";"99"
"THABT29666645";"BILLETERA PRODUNCE SUELA CON PORTA TARJETA EXT";"41";"99";"99"
"THABT29668602";"BILLETERA DEAR NGO CONTRATONO INT";"41";"99";"99"
"THABT29668870";"BILLETERA DEAR VDE CONTRATONO INT";"41";"99";"99"
"THABT29690602";"BILLETERA ALAMO NGA BICOLOR";"41";"99";"99"
"THABT29690603";"BILLETERA ALAMO AZ MARINO BICOLOR";"41";"99";"99"
"THABT29690621";"BILLETERA ALAMO VDE SAFARI BICOLOR";"41";"99";"99"
"THABT29692602";"BILLETERA SAUCO NGO BICOLOR TRIANG";"41";"99";"99"
"THABT29692603";"BILLETERA SAUCO AZ MARINO BICOLOR TRIANG";"41";"99";"99"
"THABT29692620";"BILLETERA SAUCO MARRON BICOLOR TRIANG";"41";"99";"99"
"THABT29694602";"BILLETERA ARCE NGO TEXTURADO";"41";"99";"99"
"THABT29694603";"BILLETERA ARCE AZ MARINO TEXTURADO";"41";"99";"99"
"THABT29694645";"BILLETERA ARCE SUELA TEXTURADO";"41";"99";"99"
"THABT29960602";"BILLETERA IZAN NGO CON BROCHE CON BANDA";"41";"99";"99"
"THABX00058602";"BOXER COSME RAYADO NGO ELAST";"32";"03";"99"
"THABX00058603";"BOXER COSME RAYADO AZ MARINO ELAST";"32";"03";"99"
"THABX00060602";"BOXER UBAY NGO NAR RAY ELAST";"32";"03";"99"
"THABX00060603";"BOXER UBAY AZ MARINO  RAY ELAST";"32";"03";"99"
"THABX08100323";"BOXER ROJO CLASICO C/BOTON";"32";"01";"99"
"THABX08100601";"BOXER BCO CLASICO C/BOTON";"32";"01";"99"
"THABX08100602";"BOXER NGO CLASICO C/BOTON";"32";"99";"99"
"THABX08100603";"BOXER AZ MARINO CLASICO C/BOTON";"32";"01";"99"
"THABX08100607";"BOXER CARBON CLASICO C/BOTON";"32";"01";"99"
"THABX08100640";"BOXER AERO CLASICO C/BOTON";"32";"01";"99"
"THABX08238323";"BOXER ROJO LISO ALG/LYCRA CHERI";"32";"01";"99"
"THABX08238416";"BOXER AZUL F.LISO ALG/LYCRA CHERI";"32";"01";"99"
"THABX08238600";"BOXER MELANGE LISO ALG/LYCRA CHERI";"32";"01";"99"
"THABX08238602";"BOXER NGO LISO ALG/LYCRA CHERI";"32";"01";"99"
"THABX08238603";"BOXER AZUL M.LISO ALG/LYCRA CHERI";"32";"01";"99"
"THABX10092602";"BOXER RALPH RAYADO NGO  ELAST";"32";"03";"99"
"THABX10092683";"BOXER RALPH RAYADO GRIS GRAFITO  ELAST";"32";"03";"99"
"THABX10092833";"BOXER RALPH RAYADO TERRACOTA  ELAST";"32";"03";"99"
"THABX10094602";"BOXER LAURENT RAYADO NGO  ELAST";"32";"03";"99"
"THABX10094603";"BOXER LAURENT RAYADO AZ MARINO ELAST";"32";"03";"99"
"THABX10962602";"BOXER ALDO RAYADO NEGRO ALG";"32";"03";"99"
"THABX10962602OF";"FALLA BOXER ALDO RAYADO NEGRO ALG";"32";"03";"99"
"THABX10962603";"BOXER ALDO RAYADO AZ MARINO ALG";"32";"03";"99"
"THABX18124323";"BOXER DONATTO ESTAMPADO ROJO";"32";"02";"99"
"THABX18124416";"BOXER DONATTO AZUL FRANCIA ESTAMPA";"32";"02";"99"
"THABX18124600";"BOXER DONATTO MELANGE ESTAMPA";"32";"02";"99"
"THABX18124602";"BOXER NGO ALG.ESTAMPADO DONATTO";"32";"02";"99"
"THABX18124603";"BOXER AZUL ALG.ESTAMPADO DONATTO";"32";"02";"99"
"THABX18124633";"BOXER ALGODON ESTAMPADO DONATTO";"32";"02";"99"
"THABX18124708";"BOXER AZUL C.ALG/LYCRA ESTAMPADO DONATTO";"32";"02";"99"
"THABX18124805";"BOXER ALGODON ESTAMPADO DONATTO";"32";"02";"99"
"THABX18124884";"BOXER AZUL.G.ALG/LYCRA ESTAMPA DONATTO";"32";"02";"99"
"THABX18186323";"BOXER ROJO ALG/LYCRA AJUSTADO NUK";"32";"01";"99"
"THABX18186416";"BOXER AZUL F.ALG/LYCRA AJUSTADO NUK";"32";"02";"99"
"THABX18186602";"BOXER NGO ALG/LYCRA AJUSTADO NUK";"32";"02";"99"
"THABX18190898";"BOXER CEL.O.ALG.RAY.AJUSTADO BASTIAN";"32";"03";"99"
"THABX18194606";"BOXER BORDO ALG/LYCRA RAYADO IZAN";"32";"03";"99"
"THABX18194676";"BOXER AZUL/CEL ALG/LYCRA RAYADO IZAN";"32";"03";"99"
"THABX18196602";"BOXER MOAD RAYADO";"32";"03";"99"
"THABX18196630";"BOXER AZUL C.ALG/LYCRA RAYADO MOAD";"32";"03";"99"
"THABX18198603";"BOXER MILO RAYADO AZUL MARINO";"32";"03";"99"
"THABX18198680";"BOXER MILO GRIS TOPO";"32";"02";"99"
"THABX18902109";"BOXER JAEN NGO MELANGE";"32";"02";"99"
"THABX18902630";"BOXER JAEN RAYADO AZUL COBALTO ELASTANO";"32";"03";"99"
"THABX18904416";"BOXER LUCA RAYADO AZUL FRANCIA ELASTANO";"32";"03";"99"
"THABX18904602";"BOXER LUCA RAYADO NGO";"32";"03";"99"
"THABX18906602";"BOXER ROY RAYADO NEGRO";"32";"03";"99"
"THABX18906603";"BOXER ROY RAYADO AZUL MARINO";"32";"03";"99"
"THABX18908416";"BOXER TESEO RAYADO AZUL FRANCIA";"32";"03";"99"
"THABX18908602";"BOXER TESEO RAYADO NGO";"32";"03";"99"
"THABX1999";"BOXER FANTASIA MOD.VARIOS";"32";"02";"99"
"THACT05268602";"CINTURON NGO GRABADO NATE";"34";"99";"99"
"THACT05268620";"CINTURON MARRON GRABADO NATE";"34";"99";"99"
"THACT05270602";"CINTO ASHTON NGO TACHAS";"34";"99";"99"
"THACT07015602";"CINTO NGO CUERO BAS.C/PASADOR TAVER I";"34";"99";"99"
"THACT07020601";"CINTO BCO CUERO BASICO TAVER III";"34";"99";"99"
"THACT07020602";"CINTO NGO CUERO BASICO TAVER III";"34";"99";"99"
"THACT07020620";"CINTO TAVER 3 MARRON";"34";"99";"99"
"THACT07362602";"CINTO GAEL NGO ECO CUERO C/PASADOR";"34";"99";"99"
"THACT07362620";"CINTO GAEL MARRON ECO CUERO C/PASADOR";"34";"99";"99"
"THACT1000";"CINTO TEJIDO";"34";"99";"99"
"THACT29680602";"CINTO PAUL NGO CUERO C/ HEBILLA PLATA";"34";"99";"99"
"THACT29680620";"CINTO PAUL MARRON CUERO C/ HEBILLA PLATA";"34";"99";"99"
"THACT29682602";"CINTO HARRISON NGO CUERO";"34";"99";"99"
"THACT29682645";"CINTO HARRISON SUELA CUERO";"34";"99";"99"
"THACT29683602";"CINTO STARS NEGRO CUERO APLIQUES DE ESTRELLAS";"34";"99";"99"
"THACT29684602";"CINTO RINGO NEGRO CUERO PUNTILLISMO";"34";"99";"99"
"THACT29684614";"CINTO RINGO BORRAVINO CUERO PUNTILLISMO";"34";"99";"99"
"THAMD00064600";"MEDIA ROGER MELANGE LISA ALGODON LOGO";"33";"14";"99"
"THAMD00064601";"MEDIA ROGER BLANCO LISA ALGODON LOGO";"33";"14";"99"
"THAMD00064602";"MEDIA ROGER NEGRO LISA ALGODON LOGO";"33";"14";"99"
"THAMD00072600";"SOQUETE IZAN MELANGE LISO SPANDEX INVISIBLE";"33";"14";"99"
"THAMD00072601";"SOQUETE IZAN BLANCO LISO SPANDEX INVISIBLE";"33";"14";"99"
"THAMD00072602";"SOQUETE IZAN NEGRO LISO SPANDEX INVISIBLE";"33";"14";"99"
"THAMD03682335";"SOQUETE BIEL FANTASIA COLORES VARIOS ESTAMPA";"33";"14";"99"
"THAMD03682335OF";"FALLA SOQUETE BIEL FANTASIA COLORES VARIOS ESTAMPA";"33";"14";"99"
"THAMD10000600";"MEDIA BARNS MELANGE LISA ALGODON MEDIA CAÑA";"33";"14";"99"
"THAMD10000601";"MEDIA BAS.BCO LISA ALGODON BARNS";"33";"14";"99"
"THAMD10000601OF";"FALLA MEDIA BAS.BCO LISA ALGODON BARNS";"33";"14";"99"
"THAMD10000602";"MEDIA BAS. NGO LISA ALGODON BARNS";"33";"14";"99"
"THAMD10000602OF";"FALLA MEDIA BAS. NGO LISA ALGODON BARNS";"33";"14";"99"
"THAMD10000603";"MEDIA BAS. AZ MARINO LISA ALGODON BARNS";"33";"14";"99"
"THAMD10000640";"MEDIA BAS. AERO LISA ALGODON BARNS";"33";"14";"99"
"THAMD10000640OF";"FALLA MEDIA BAS. AERO LISA ALGODON BARNS";"33";"14";"99"
"THAMD10028600";"SOQUETE MELANGE LISO AVERY H";"33";"14";"99"
"THAMD10028601";"SOQUETE BCO LISO AVERY H";"33";"14";"99"
"THAMD10028602";"SOQUETE NGO LISO AVERY H";"33";"14";"99"
"THAMD10060335";"SOQUETE COLORES VARIOS RAYADO CALVIN";"33";"14";"99"
"THAMD10066335";"MEDIA MARRIOT FANTASIA VARIOS COLORES MEDIA CAÑA";"33";"14";"99"
"THAPF15000000";"PERFUME HOMBRE ORIGINAL X 50 ML";"44";"26";"99"
"THAPF17006000";"PERFUME HOMBRE BLACK X 100 ML";"44";"26";"99"
"THAPF17006000OF";"FALLA PERFUME HOMBRE BLACK X 100 ML";"44";"26";"99"
"THARJ18126000";"RELOJ MODA PACK";"35";"99";"99"
"THASP08200323";"SLIP BAS ROJO ALG GASTON";"31";"01";"99"
"THASP08200323OF";"FALLA SLIP BAS ROJO ALG GASTON";"31";"01";"99"
"THASP08200416";"SLIP BAS.AZUL F.ALG.GASTON";"31";"01";"99"
"THASP08200601";"SLIP BAS.BCO ALG.GASTON";"31";"01";"99"
"THASP08200602";"SLIP NGO BAS.ALG.ROSARIO";"31";"01";"99"
"THASP08200603";"SLIP BAS.AZUL ALG.GASTON";"31";"01";"99"
"THASP08200607";"SLIP BAS.CARBON ALG.GASTON";"31";"01";"99"
"THASP08200640";"SLIP BAS.AERO ALG.GASTON";"31";"01";"99"
"THJ000";"JEAN MOD.VARIOS";"01";"99";"99"
"THJ00406207";"JEAN RUNDEN T-BAJO SKINNY";"01";"07";"12"
"THJ00406237";"JEAN RUNDEN T-BAJO CALCE SLIM";"01";"07";"11"
"THJ00406239";"JEAN RUNDEN T-BAJO CALCE SLIM";"01";"07";"11"
"THJ00406526";"JEAN RUNDEN T-BAJO SKINNY";"01";"07";"12"
"THJ00406570";"JEAN RUNDEN T-BAJO SKINNY";"01";"07";"12"
"THJ00406570OFF";"FALLA JEAN RUNDEN T-BAJO SKINNY";"01";"07";"12"
"THJ00406602";"JEAN RUNDEN T-BAJO SKINNY SERIE 406";"01";"07";"12"
"THJ00406602OFF";"FALLA UNDEN T-BAJO SKINNY SERIE 406";"01";"07";"12"
"THJ00406709";"JEAN RUNDEN T-BAJO SKINNY";"01";"07";"12"
"THJ00406715";"JEAN SERIE 406 TIRO BAJO-CALCE SLIM";"01";"07";"11"
"THJ00406716";"JEAN RUNDEN T-BAJO CALCE SLIM";"01";"07";"11"
"THJ00406929";"JEAN RUNDEN T-BAJO SKINNY SERIE 406";"01";"07";"12"
"THJ00466926";"JEAN DRUVO T-MEDIO REG.";"01";"08";"10"
"THJ00476239";"JEAN KRUG T-INTER CALCE REG.";"01";"09";"10"
"THJ00476535";"JEAN KRUG T-INTER REGULAR LINEA MAESTRO";"01";"09";"10"
"THJ00476603";"JEAN KRUG T-INTER REGULAR LINEA MAESTRO";"01";"09";"10"
"THJ00476603OFF";"JEAN KRUG T-INTER REGULAR LINEA MAESTRO";"01";"09";"10"
"THJ00476708";"JEAN KRUG T-INTER REGULAR LINEA MAESTRO";"01";"09";"10"
"THJ00476715";"JEAN KRUG T-INTER REG LINEA MAESTRO";"01";"09";"10"
